id,positClean,companyClean,dateClean,skills,education,language,dateCollect,country,cityClean,stateClean,url
JD_2745185001,Data Scientist,HG Data,2018-04-23, feature big data model classification feature database big data java elasticsearch hadoop spark, phd, english,2018-04-24,us,Santa Barbara,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1026&ao=189299&s=58&guid=00000162f97b1b6abe0731f4508e10a5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b53025f1&cb=1524604018372&jobListingId=2745185001
JD_2741253581,Data Scientist,O Reilly Auto Parts,2018-04-21, algorithm visualization mathematica java database query sql,,,2018-04-24,us,Springfield,MO,https://www.glassdoor.com/partner/jobListing.htm?pos=1027&ao=137151&s=58&guid=00000162f97b1b6abe0731f4508e10a5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f957dcbe&cb=1524604018374&jobListingId=2741253581
JD_2618662778,Data Scientist,Domino s,2018-04-12, storage correlation model database sql r spss sql query excel,,,2018-04-24,us,Ann Arbor,MI,https://www.glassdoor.com/partner/jobListing.htm?pos=1028&ao=133889&s=58&guid=00000162f97b1b6abe0731f4508e10a5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4b234e9e&cb=1524604018375&jobListingId=2618662778
JD_2649986689,Data Scientist,Spectrum Communications and Consulting,2018-03-27, significar correlation visualization tableau tableau mathematica r sas sql database database visualization, bachelor bachelor,,2018-04-24,us,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=1029&ao=230707&s=58&guid=00000162f97b1b6abe0731f4508e10a5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c382ae72&cb=1524604018378&jobListingId=2649986689
JD_2740671054,Data Scientist,RELX Group,2018-04-21, data set database database median database hbase,,,2018-04-24,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=1030&ao=186603&s=58&guid=00000162f97b1b6abe0731f4508e10a5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_187b7071&cb=1524604018380&jobListingId=2740671054
JD_2603875713,Data Scientist,InterQuest Group,2018-04-22, r python sql regression r python sas sql unstructured data hadoop spark r python regression r python, master,,2018-04-24,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=1101&ao=4120&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bd11d97e&cb=1524604224961&jobListingId=2603875713
JD_2577314472,Data Scientist,Riot Games,2018-04-20, algorithm model model algorithm database cloud server visualization sql nosql database cloud hadoop hadoop hive spark python r java scala petabyte algorithm algorithm model model, phd,,2018-04-24,us,Santa Monica,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1102&ao=133118&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6b000035&cb=1524604224963&jobListingId=2577314472
JD_2721450519,Data Scientist,Engage,2018-03-25, algorithm unstructured data mathematica model algorithm sql cloud python scripting tableau visualization r regression machine learning hadoop spark mapreduce scala sas, phd bachelor,,2018-04-24,us,Davis,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1103&ao=85058&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c474b390&cb=1524604224964&jobListingId=2721450519
JD_2693101424,AVP Senior Data Scientist,Global Atlantic Financial Group,2018-04-12, server database dashboard visualization database sas database mathematica hbase excel sql database aws, bachelor,,2018-04-24,us,Des Moines,IA,https://www.glassdoor.com/partner/jobListing.htm?pos=1104&ao=257299&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e0224547&cb=1524604224966&jobListingId=2693101424
JD_2469790210,Data Scientist,Domo,2018-04-05, algorithm feature algorithm algorithm model algorithm algorithm hadoop spark storage visualization spark hadoop pig r matlab spss python java, master,,2018-04-24,us,Salt Lake City,UT,https://www.glassdoor.com/partner/jobListing.htm?pos=1105&ao=133584&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a474bfc0&cb=1524604224968&jobListingId=2469790210
JD_2707950037,Associate Scientist R D Specifications,Kraft Heinz Company,2018-03-28,,,,2018-04-24,us,Glenview,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=1106&ao=337535&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b90a6b73&cb=1524604224970&jobListingId=2707950037
JD_2479490831,Data Scientist New Grad,SparkCognition,2018-04-16, value model feature feature model model feature feature model algorithm model clustering python r matlab scripting python volume mathematica econometrics hadoop spark java sql nosql database, phd,,2018-04-24,us,Austin,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=1107&ao=329433&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_e2a41c25&cb=1524604224973&jobListingId=2479490831
JD_2633871875,Data Scientist,Arcadia Healthcare Solutions,2018-04-05, hadoop spark aws value mathematica algorithm feature storage python java r sas spark hadoop javascript value, master,,2018-04-24,us,Burlington,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=1108&ao=312867&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_93bcccf7&cb=1524604224974&jobListingId=2633871875
JD_2693078462,Data Scientist,AstraZeneca,2018-04-12, significar econometrics mathematica r julia matlab pandas database sql mathematica, phd,,2018-04-24,us,Gaithersburg,MD,https://www.glassdoor.com/partner/jobListing.htm?pos=1109&ao=242900&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_81276ccb&cb=1524604224975&jobListingId=2693078462
JD_2673151780,Data Scientist,Swagelok,2018-04-23, algorithm model de-identification algorithm hbase mathematica value visualization mathematica data set r matlab spss tableau value mean mean, master phd,,2018-04-24,us,Solon,OH,https://www.glassdoor.com/partner/jobListing.htm?pos=1110&ao=4121&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e4109cc9&cb=1524604224977&jobListingId=2673151780
JD_2737969656,Senior Scientist Computational Biology,Tesaro,2018-04-18, visualization model visualization algorithm, phd,,2018-04-24,us,United States,ni,https://www.glassdoor.com/partner/jobListing.htm?pos=1111&ao=310056&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_89e9c0b0&cb=1524604224978&jobListingId=2737969656
JD_2744648515,Global Customer Data Analyst,Xerox,2018-04-23, model model dashboard model dashboard model server tableau dashboard sql,,,2018-04-24,us,Rochester,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=1112&ao=320286&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_eb1f5e42&cb=1524604224980&jobListingId=2744648515
JD_2638276251,Data Scientist,Cayuse Technologies,2018-04-10, feature sas algorithm r weka matlab visualization query sql hive nosql database mongodb cassandra regression scripting,,,2018-04-24,us,Remote,ni,https://www.glassdoor.com/partner/jobListing.htm?pos=1113&ao=4120&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_080e1274&cb=1524604224982&jobListingId=2638276251
JD_2707949948,Scientist R D Packaging Development,Kraft Heinz Company,2018-03-28, correlation,,,2018-04-24,us,Glenview,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=1114&ao=337535&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fe98015e&cb=1524604224983&jobListingId=2707949948
JD_2740803940,Data Scientist,Williams Sonoma Inc,2018-04-21, value classification regression classification r spark python database hadoop sql visualization sql python scala java javascript angularjs big data kafka hadoop storm spark hive elasticsearch cassandra mongodb aws, phd,,2018-04-24,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1115&ao=55938&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_34ee83b6&cb=1524604224986&jobListingId=2740803940
JD_2705953973,Staff Scientist I PK,Covance,2018-03-27, correlation, master,,2018-04-24,us,Madison,WI,https://www.glassdoor.com/partner/jobListing.htm?pos=1116&ao=325099&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_58ff99c1&cb=1524604224987&jobListingId=2705953973
JD_2480510097,Data Scientist,SignalFx,2018-04-17, algorithm classification model algorithm mathematica econometrics python r visualization,,,2018-04-24,us,San Mateo,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1117&ao=85944&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_eef731b7&cb=1524604224996&jobListingId=2480510097
JD_2515999574,Data Scientist,Simpli FI,2018-04-02, mathematica database r sql ruby perl hadoop mapreduce algorithm value big data,,,2018-04-24,us,Fort Worth,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=1118&ao=4120&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_caf882c2&cb=1524604224998&jobListingId=2515999574
JD_2725410609,Data Scientist,NI,2018-04-06, python model python database sql nosql database matrix sql database database spark visualization azure aws, master master phd phd,,2018-04-24,us,NI,ni,https://www.glassdoor.com/partner/jobListing.htm?pos=1119&ao=83255&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0bbea39a&cb=1524604224999&jobListingId=2725410609
JD_2738183823,Data Scientist,Square,2018-04-18, value hcatalog model feature econometrics python pandas hive tableau python pandas hive regression value, phd,,2018-04-24,us,Atlanta,GA,https://www.glassdoor.com/partner/jobListing.htm?pos=1120&ao=133571&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_11525554&cb=1524604225001&jobListingId=2738183823
JD_2684106128,Data Scientist,Schlumberger,2018-04-04, machine learning machine learning significar machine learning python model cloud cloud aws big data mathematica machine learning, phd master,,2018-04-24,us,Houston,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=1121&ao=4120&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1827f3cc&cb=1524604225003&jobListingId=2684106128
JD_2692534240,Data Scientist,Morning Consult,2018-04-12, regression model correlation regression model econometrics r visualization econometrics sql javascript python median, bachelor master,,2018-04-24,us,Washington,DC,https://www.glassdoor.com/partner/jobListing.htm?pos=1122&ao=215203&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7134e417&cb=1524604225004&jobListingId=2692534240
JD_2683684487,Data Scientist,Lieberman Research Worldwide,2018-04-03, regression correlation clustering model median r algorithm classification database mathematica unstructured data regression model model r python visualization database hadoop r python javascript sql server aws, master phd,,2018-04-24,us,Los Angeles,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1123&ao=268144&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_60136892&cb=1524604225006&jobListingId=2683684487
JD_2600563442,Data Scientist,ConsenSys,2018-04-19, economia,,,2018-04-24,us,Brooklyn,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=1124&ao=4120&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bbc7bd34&cb=1524604225007&jobListingId=2600563442
JD_2729360546,Data Scientist,Bose,2018-04-11, algorithm value algorithm mathematica python r matlab cloud hadoop spark cloud aws visualization tableau sql nosql unstructured data data set model algorithm classification regression value mathematica econometrics, bachelor master phd,,2018-04-24,us,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=1125&ao=200027&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_98925923&cb=1524604225009&jobListingId=2729360546
JD_2737950363,Data Scientist,Capital One,2018-04-18, value value server database hadoop spark aws model visualization python scala r database model s curve visualization tableau petabyte database aws python scala sql, bachelor master master phd,,2018-04-24,us,McLean,VA,https://www.glassdoor.com/partner/jobListing.htm?pos=1126&ao=37049&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_57d99635&cb=1524604225011&jobListingId=2737950363
JD_2733226886,Data Scientist,Enigma,2018-04-13, storage model value storage python spark,,,2018-04-24,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=1127&ao=8095&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d1a95e0a&cb=1524604225012&jobListingId=2733226886
JD_2648864839,Data Scientist,Sentry Data Systems,2018-04-23, econometrics mathematica sql python r excel,,,2018-04-24,us,Deerfield Beach,FL,https://www.glassdoor.com/partner/jobListing.htm?pos=1128&ao=153980&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3a14d13f&cb=1524604225014&jobListingId=2648864839
JD_2728707374,Data Scientist,ERPi,2018-04-09, de-identification de-identification model database algorithm model visualization mathematica econometrics data set algorithm sas standard deviation mathematica algorithm spss sas significar hbase,,,2018-04-24,us,Washington,DC,https://www.glassdoor.com/partner/jobListing.htm?pos=1129&ao=58811&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_10678786&cb=1524604225015&jobListingId=2728707374
JD_2737448331,Sr Data Scientist,Target,2018-04-18, database regression model model model model model algorithm algorithm algorithm hadoop sql r python hadoop spark visualization,,,2018-04-24,us,Minneapolis,MN,https://www.glassdoor.com/partner/jobListing.htm?pos=1130&ao=103670&s=58&guid=00000162f97e42f8af7932f819ed5d10&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0923b1ce&cb=1524604225017&jobListingId=2737448331
JD_2744612686,Data Scientists Decisions Science Support SV SS BHJOB GD,Fast Switch,2018-04-23, mathematica clustering regression query database sql hadoop visualization r matlab python java query sql hadoop excel tableau mathematica server, phd,,2018-04-24,us,Dearborn,MI,https://www.glassdoor.com/partner/jobListing.htm?pos=1301&ao=255821&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_91489f1b&cb=1524604433832&jobListingId=2744612686
JD_2579652418,Data Scientist,Collective Health,2018-04-23, visualization econometrics econometrics regression sql nosql cloud storage,,,2018-04-24,us,San Mateo,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1302&ao=4120&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_06b31db0&cb=1524604433834&jobListingId=2579652418
JD_2729351045,Data Scientist,Brighter Brain,2018-04-09, value mathematica perl mathematica python sql python java, bachelor,,2018-04-24,us,Atlanta,GA,https://www.glassdoor.com/partner/jobListing.htm?pos=1303&ao=83255&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_64d819c6&cb=1524604433835&jobListingId=2729351045
JD_2645668541,Data Scientist,Retention Science,2018-04-18, model model model model scala feature classification regression python spark scala,,,2018-04-24,us,Santa Monica,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1304&ao=148364&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6fb6c10b&cb=1524604433838&jobListingId=2645668541
JD_2726168061,Data Scientist,Cloudera,2018-04-06, storage model hue r python spark hadoop mathematica hadoop spark,,,2018-04-24,us,Washington,DC,https://www.glassdoor.com/partner/jobListing.htm?pos=1305&ao=134101&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1cf4afa4&cb=1524604433841&jobListingId=2726168061
JD_2504858785,Data Scientist Lead Manager or Director Level position,Uptake,2018-04-16, sas visualization value algorithm model r scala java, phd,,2018-04-24,us,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=1306&ao=241347&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9dd0d3bf&cb=1524604433853&jobListingId=2504858785
JD_2729521331,Data Scientist,Runbook Company,2018-04-10, model clustering classification sql python r spark aws sql server sql server aws python spark database r matlab, phd,,2018-04-24,us,Woodland Hills,UT,https://www.glassdoor.com/partner/jobListing.htm?pos=1307&ao=4120&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ec764518&cb=1524604433855&jobListingId=2729521331
JD_2671600081,Data Scientist,Launch Consulting,2018-04-21, model unstructured data model clustering model model feature visualization unstructured data classification r python scala java azure cloud aws visualization dashboard tableau dashboard regression classification clustering visualization unstructured data feature value database query sql,,,2018-04-24,us,Roseville,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1308&ao=225321&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_68e5b985&cb=1524604433859&jobListingId=2671600081
JD_2671802595,Data Scientist,Asana,2018-04-21, scalability model aggregation model python spark value value, phd,,2018-04-24,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1309&ao=8095&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3847bb6e&cb=1524604433861&jobListingId=2671802595
JD_2738320509,Data Scientist,Roc Search US,2018-04-19, feature significar sql hive nosql database scripting php regression,,,2018-04-24,us,Austin,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=1310&ao=242478&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_354707ab&cb=1524604433863&jobListingId=2738320509
JD_2735195988,Data Scientist,Systel,2018-04-16, java model model model median database, master phd,,2018-04-24,us,Denver,CO,https://www.glassdoor.com/partner/jobListing.htm?pos=1311&ao=4120&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_74674b61&cb=1524604433865&jobListingId=2735195988
JD_2744033741,Data Scientist,NI,2018-04-23, model volume unstructured data model classification econometrics r sql spark python scala hadoop mapreduce spark r hive spark drill storage visualization scripting perl r sql sql outlier hadoop mapreduce hive drill storage hive metadata model volume unstructured data model classification econometrics r sql spark python hadoop mapreduce spark visualization r python tableau dashboard r python database r sql spark python hadoop mapreduce hive scripting,,,2018-04-24,us,NI,ni,https://www.glassdoor.com/partner/jobListing.htm?pos=1312&ao=242478&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ff10d40e&cb=1524604433868&jobListingId=2744033741
JD_2699373757,Data Scientist,Vettery,2018-04-18, model hue excel model model mathematica model model mathematica python python php angularjs elasticsearch aws python,,,2018-04-24,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=1313&ao=4120&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0fe8fadf&cb=1524604433869&jobListingId=2699373757
JD_2592443528,Senior Data Scientist,Nanigans,2018-04-10, algorithm model significar python matlab r mathematica python database spark hive model regression, phd,,2018-04-24,us,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=1314&ao=283141&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5ecbc819&cb=1524604433872&jobListingId=2592443528
JD_2707932708,Data Scientist,APEX Systems,2018-03-28, feature algorithm r weka matlab visualization query sql hive pig nosql database mongodb cassandra hbase regression scripting hbase, master,,2018-04-24,us,Tempe,AZ,https://www.glassdoor.com/partner/jobListing.htm?pos=1315&ao=83255&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_26cc6448&cb=1524604433873&jobListingId=2707932708
JD_2605054307,Data Scientist,Radiance Technologies,2018-03-27, mathematica model algorithm feature query database mathematica mathematica matlab sas spss python r, bachelor,,2018-04-24,us,Dayton,OH,https://www.glassdoor.com/partner/jobListing.htm?pos=1316&ao=4375&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5f75d16d&cb=1524604433876&jobListingId=2605054307
JD_2729824186,Data Scientist,ApTask,2018-04-11, algorithm hadoop hadoop elasticsearch algorithm java scala python r matlab sas hadoop python, master,,2018-04-24,us,San Jose,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1317&ao=242478&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d24170fc&cb=1524604433879&jobListingId=2729824186
JD_2493443619,Data Scientist,Autolist,2018-04-04, value python r python, phd,,2018-04-24,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1318&ao=215203&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0455a1af&cb=1524604433881&jobListingId=2493443619
JD_2549360704,Data Scientist,EXPRESS,2018-04-14, mean value algorithm storage clustering database unstructured data correlation model correlation econometrics mathematica econometrics algorithm regression sql r python java javascript r python tableau algorithm hive spark, master,,2018-04-24,us,Columbus,OH,https://www.glassdoor.com/partner/jobListing.htm?pos=1319&ao=52448&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fc96a9ab&cb=1524604433883&jobListingId=2549360704
JD_2669550244,Data Scientist,Ceros,2018-04-18, scalability correlation dashboard model sql database sas,,,2018-04-24,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=1320&ao=8095&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_86907bc5&cb=1524604433886&jobListingId=2669550244
JD_2700822759,Data Scientist,Neuberger Berman,2018-04-20, unstructured data model feature bias schema mathematica econometrics python r sql java spark,,,2018-04-24,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=1321&ao=242900&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_05e0ad57&cb=1524604433889&jobListingId=2700822759
JD_2630988835,Data Scientist,Vertafore,2018-04-03, mean database tableau excel r python database model visualization sql excel visualization tableau sql machine learning,,,2018-04-24,us,Greenwich,CT,https://www.glassdoor.com/partner/jobListing.htm?pos=1322&ao=4120&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ab1087dd&cb=1524604433892&jobListingId=2630988835
JD_2735637967,Data Scientist,Infosys,2018-04-17, python visualization value python visualization value mathematica, phd,,2018-04-24,us,Houston,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=1323&ao=135774&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ffd70a5e&cb=1524604433894&jobListingId=2735637967
JD_2704896469,Data Scientist,US Foods,2018-04-23, model server aggregation database value dashboard drill algorithm mathematica database visualization excel visualization sql python r,,,2018-04-24,us,Rosemont,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=1324&ao=133780&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b5e1c554&cb=1524604433896&jobListingId=2704896469
JD_1748898282,Data Scientist,Stitch Fix,2018-04-09, algorithm storage algorithm significar significar mathematica algorithm mathematica model scripting r database data set visualization visualization bias algorithm mean,,,2018-04-24,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=1325&ao=135827&s=58&guid=00000162f98172c0aa923e5fbd784259&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_530617d4&cb=1524604433899&jobListingId=1748898282
